Year,Geographical Description,ONS Code,Measure Group,Measure Group Description,Measure_Value,Geographical Level,Disaggregation Level,Measure Type
2023-24,Leicester,E06000016,2A,Outcome of short-term services: sequel to service,72.8,Council,,
2023-24,Rutland,E06000017,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,4.2,Council,,
2023-24,Rutland,E06000017,2E,Proportion of adults with learning disabilities who live in their own home or with their family,64.5,Council,,
2023-24,Rutland,E06000017,3D1A,Proportion of people using social care who receive self-directed support,100.0,Council,,
2023-24,Rutland,E06000017,3D1B,Proportion of carers who receive self-directed support,60.0,Council,,
2023-24,Rutland,E06000017,3D2A,Proportion of people using social care who receive direct payments,35.3,Council,,
2023-24,Rutland,E06000017,3D2B,Proportion of carers who receive direct payments,40.0,Council,,
2023-24,Rutland,E06000017,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,90.7,Council,,
2023-24,Rutland,E06000017,2A,Outcome of short-term services: sequel to service,89.3,Council,,
2023-24,Nottinghamshire,E10000024,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,2.5,Council,,
2023-24,Nottinghamshire,E10000024,2E,Proportion of adults with learning disabilities who live in their own home or with their family,75.4,Council,,
2023-24,Nottinghamshire,E10000024,3D1A,Proportion of people using social care who receive self-directed support,100.0,Council,,
2023-24,Nottinghamshire,E10000024,3D1B,Proportion of carers who receive self-directed support,100.0,Council,,
2023-24,Nottinghamshire,E10000024,3D2A,Proportion of people using social care who receive direct payments,39.8,Council,,
2023-24,Nottinghamshire,E10000024,3D2B,Proportion of carers who receive direct payments,100.0,Council,,
2023-24,Nottinghamshire,E10000024,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,85.6,Council,,
2023-24,Nottinghamshire,E10000024,2A,Outcome of short-term services: sequel to service,79.9,Council,,
2023-24,Nottingham,E06000018,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,2.4,Council,,
2023-24,Nottingham,E06000018,2E,Proportion of adults with learning disabilities who live in their own home or with their family,73.7,Council,,
2023-24,Nottingham,E06000018,3D1A,Proportion of people using social care who receive self-directed support,100.0,Council,,
2023-24,Nottingham,E06000018,3D1B,Proportion of carers who receive self-directed support,100.0,Council,,
2023-24,Nottingham,E06000018,3D2A,Proportion of people using social care who receive direct payments,26.3,Council,,
2023-24,Nottingham,E06000018,3D2B,Proportion of carers who receive direct payments,100.0,Council,,
2023-24,Nottingham,E06000018,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,81.8,Council,,
2023-24,Nottingham,E06000018,2A,Outcome of short-term services: sequel to service,43.4,Council,,
2023-24,Hertfordshire,E10000015,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,2.9,Council,,
2023-24,Hertfordshire,E10000015,2E,Proportion of adults with learning disabilities who live in their own home or with their family,83.0,Council,,
2023-24,Hertfordshire,E10000015,3D1A,Proportion of people using social care who receive self-directed support,95.8,Council,,
2023-24,Hertfordshire,E10000015,3D1B,Proportion of carers who receive self-directed support,99.9,Council,,
2023-24,Hertfordshire,E10000015,3D2A,Proportion of people using social care who receive direct payments,30.4,Council,,
2023-24,Hertfordshire,E10000015,3D2B,Proportion of carers who receive direct payments,75.7,Council,,
2023-24,Hertfordshire,E10000015,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,83.4,Council,,
2023-24,Hertfordshire,E10000015,2A,Outcome of short-term services: sequel to service,74.7,Council,,
2023-24,Norfolk,E10000020,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,2.1,Council,,
2023-24,Norfolk,E10000020,2E,Proportion of adults with learning disabilities who live in their own home or with their family,78.9,Council,,
2023-24,Norfolk,E10000020,3D1A,Proportion of people using social care who receive self-directed support,94.2,Council,,
2023-24,Norfolk,E10000020,3D1B,Proportion of carers who receive self-directed support,38.7,Council,,
2023-24,Norfolk,E10000020,3D2A,Proportion of people using social care who receive direct payments,20.9,Council,,
2023-24,Norfolk,E10000020,3D2B,Proportion of carers who receive direct payments,19.1,Council,,
2023-24,Norfolk,E10000020,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,82.7,Council,,
2023-24,Norfolk,E10000020,2A,Outcome of short-term services: sequel to service,74.9,Council,,
2023-24,Oxfordshire,E10000025,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,3.1,Council,,
2023-24,Oxfordshire,E10000025,2E,Proportion of adults with learning disabilities who live in their own home or with their family,89.3,Council,,
2023-24,Oxfordshire,E10000025,3D1A,Proportion of people using social care who receive self-directed support,87.0,Council,,
2023-24,Oxfordshire,E10000025,3D1B,Proportion of carers who receive self-directed support,100.0,Council,,
2023-24,Oxfordshire,E10000025,3D2A,Proportion of people using social care who receive direct payments,28.2,Council,,
2023-24,Oxfordshire,E10000025,3D2B,Proportion of carers who receive direct payments,100.0,Council,,
2023-24,Oxfordshire,E10000025,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,86.3,Council,,
2023-24,Oxfordshire,E10000025,2A,Outcome of short-term services: sequel to service,75.1,Council,,
2023-24,Suffolk,E10000029,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,3.4,Council,,
2023-24,Suffolk,E10000029,2E,Proportion of adults with learning disabilities who live in their own home or with their family,85.2,Council,,
2023-24,Suffolk,E10000029,3D1A,Proportion of people using social care who receive self-directed support,73.6,Council,,
2023-24,Suffolk,E10000029,3D1B,Proportion of carers who receive self-directed support,78.9,Council,,
2023-24,Suffolk,E10000029,3D2A,Proportion of people using social care who receive direct payments,18.3,Council,,
2023-24,Suffolk,E10000029,3D2B,Proportion of carers who receive direct payments,71.1,Council,,
2023-24,Suffolk,E10000029,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,85.7,Council,,
2023-24,Suffolk,E10000029,2A,Outcome of short-term services: sequel to service,69.7,Council,,
2023-24,Luton,E06000032,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,2.6,Council,,
2023-24,Luton,E06000032,2E,Proportion of adults with learning disabilities who live in their own home or with their family,80.2,Council,,
2023-24,Luton,E06000032,3D1A,Proportion of people using social care who receive self-directed support,78.4,Council,,
2023-24,Luton,E06000032,3D1B,Proportion of carers who receive self-directed support,100.0,Council,,
2023-24,Luton,E06000032,3D2A,Proportion of people using social care who receive direct payments,27.8,Council,,
2023-24,Luton,E06000032,3D2B,Proportion of carers who receive direct payments,100.0,Council,,
2023-24,Luton,E06000032,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,81.6,Council,,
2023-24,Luton,E06000032,2A,Outcome of short-term services: sequel to service,89.0,Council,,
2023-24,Milton Keynes,E06000042,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,2.4,Council,,
2023-24,Milton Keynes,E06000042,2E,Proportion of adults with learning disabilities who live in their own home or with their family,88.9,Council,,
2023-24,Milton Keynes,E06000042,3D1A,Proportion of people using social care who receive self-directed support,98.9,Council,,
2023-24,Milton Keynes,E06000042,3D1B,Proportion of carers who receive self-directed support,100.0,Council,,
2023-24,Milton Keynes,E06000042,3D2A,Proportion of people using social care who receive direct payments,19.7,Council,,
2023-24,Milton Keynes,E06000042,3D2B,Proportion of carers who receive direct payments,99.8,Council,,
2023-24,Milton Keynes,E06000042,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,85.8,Council,,
2023-24,Milton Keynes,E06000042,2A,Outcome of short-term services: sequel to service,80.3,Council,,
2023-24,Bracknell Forest,E06000036,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,2.8,Council,,
2023-24,Bracknell Forest,E06000036,2E,Proportion of adults with learning disabilities who live in their own home or with their family,89.0,Council,,
2023-24,Bracknell Forest,E06000036,3D1A,Proportion of people using social care who receive self-directed support,100.0,Council,,
2023-24,Bracknell Forest,E06000036,3D1B,Proportion of carers who receive self-directed support,100.0,Council,,
2023-24,Bracknell Forest,E06000036,3D2A,Proportion of people using social care who receive direct payments,25.1,Council,,
2023-24,Bracknell Forest,E06000036,3D2B,Proportion of carers who receive direct payments,100.0,Council,,
2023-24,Bracknell Forest,E06000036,2D1,Proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,90.8,Council,,
2023-24,Bracknell Forest,E06000036,2A,Outcome of short-term services: sequel to service,85.5,Council,,
2023-24,West Berkshire,E06000037,2D2,Proportion of older people (aged 65 and over) offered reablement services following discharge from hospital,4.3,Council,,
2023-24,West Berkshire,E06000037,2E,Proportion of adults with learning disabilities who live in their own home or with their family,80.4,Council,,
